age	workclass	education	marital-status	occupation	relationship	race	sex	capital-net	hours-per-week	native-country	Class
medium	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 Black	 Female	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Exec-managerial	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
medium	 State-gov	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Exec-managerial	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married-separated	 Prof-specialty	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Not-in-family	 White	 Male	low	low	 ?	 <=50K
mature	 Local-gov	lower	Married-separated	 Transport-moving	 Unmarried	 White	 Male	low	low	developed	 <=50K
medium	 Self-emp-inc	lower	 Never-married	 Prof-specialty	 Other-relative	 Black	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Transport-moving	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	 Never-married	 Machine-op-inspct	 Unmarried	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Adm-clerical	 Wife	 White	 Female	high	low	developed	 >50K
mature	 Self-emp-not-inc	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 Black	 Female	low	low	developed	 <=50K
young	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Private	higher	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 State-gov	higher	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Prof-specialty	 Not-in-family	 Other	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Local-gov	higher	Married	 Prof-specialty	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	Married-separated	 Sales	 Unmarried	 Other	 Female	low	low	developing	 <=50K
young	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	low	high	developed	 <=50K
medium	 Private	lower	Married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Local-gov	lower	 Never-married	 Protective-serv	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Prof-specialty	 Husband	 Asian-Pac-Islander	 Male	low	low	developed	 >50K
mature	 Local-gov	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 State-gov	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	low	developing	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married-separated	 Machine-op-inspct	 Not-in-family	 White	 Male	low	low	developing	 <=50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Local-gov	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 State-gov	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	low	high	developed	 <=50K
young	 Private	lower	Married-separated	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married-separated	 Craft-repair	 Unmarried	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Sales	 Husband	 White	 Male	low	high	developed	 >50K
young	 ?	higher	 Never-married	 ?	 Own-child	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Protective-serv	 Own-child	 Asian-Pac-Islander	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Local-gov	higher	Married-separated	 Prof-specialty	 Unmarried	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Machine-op-inspct	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Sales	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Self-emp-inc	higher	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Other-relative	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Self-emp-not-inc	lower	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married-separated	 Adm-clerical	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Own-child	 White	 Female	low	low	developed	 >50K
mature	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Other-service	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Local-gov	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Self-emp-inc	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Not-in-family	 White	 Female	low	high	developed	 >50K
medium	 Private	lower	Married	 Handlers-cleaners	 Wife	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married-separated	 Sales	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	 Never-married	 Sales	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married-separated	 Prof-specialty	 Unmarried	 White	 Male	low	high	 ?	 <=50K
mature	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	low	low	developed	 >50K
mature	 Private	lower	Married-separated	 Transport-moving	 Not-in-family	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 Black	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 State-gov	lower	Married-separated	 Tech-support	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 State-gov	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Prof-specialty	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Machine-op-inspct	 Unmarried	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Wife	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Machine-op-inspct	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 Amer-Indian-Eskimo	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Priv-house-serv	 Unmarried	 White	 Female	low	low	developing	 <=50K
young	 Private	lower	Married	 Prof-specialty	 Own-child	 White	 Male	low	low	developing	 >50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 ?	lower	Married-separated	 ?	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married-separated	 Farming-fishing	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married	 Sales	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 ?	higher	Married	 ?	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Private	higher	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Federal-gov	lower	Married-separated	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Other-relative	 White	 Male	low	high	developed	 <=50K
mature	 Federal-gov	lower	 Never-married	 Craft-repair	 Own-child	 Black	 Female	low	low	developed	 <=50K
young	 Self-emp-not-inc	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Craft-repair	 Wife	 Asian-Pac-Islander	 Female	low	low	developing	 <=50K
mature	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Federal-gov	higher	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Federal-gov	lower	Married-separated	 Machine-op-inspct	 Unmarried	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 Black	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Machine-op-inspct	 Husband	 Amer-Indian-Eskimo	 Male	low	low	developing	 <=50K
medium	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Craft-repair	 Other-relative	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	high	developed	 >50K
mature	 Private	higher	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Self-emp-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Federal-gov	higher	Married-separated	 Adm-clerical	 Not-in-family	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Machine-op-inspct	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	 Never-married	 Farming-fishing	 Unmarried	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Local-gov	higher	Married-separated	 Prof-specialty	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married-separated	 Machine-op-inspct	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	 Never-married	 Machine-op-inspct	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developing	 >50K
mature	 Private	higher	Married-separated	 Tech-support	 Unmarried	 Black	 Male	high	high	 ?	 >50K
medium	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
